Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
3,flexibility,15,fibers;motors,1,[29]
2,locomotion,29,grip;toes,2,[95; 96]
4,mod save america,4,transformer;tensile,2,[47; 48]
11,weight/ impact toughness,11,impact;tension,1,[46]
2,locomotion,18,legs!,2,[17; 18]
1,secondary function,26,rods;rod,2,[69; 70]
2,locomotion,8,robot;help,1,[21]
12,mod save america; locomotion,12,direction;bot,1,[62]
7,weight,7,rectangular enclosure,1,[10]
3,flexibility,21,robots;robot,2,[33; 34]
15,user experience,8,robot;help,1,[87]
0,impact toughness,20,resistant robots,1,[75]
0,impact toughness,0,rods;cables,5,[50; 51; 52; 53; 54]
1,secondary function,6,easy assembly,1,[78]
2,locomotion,12,direction;bot,1,[94]
3,flexibility,7,rectangular enclosure,1,[23]
5,integrity,23,sphere;objects,1,[79]
0,impact toughness,22,staged springs,1,[41]
13,mod save america;impact toughness,13,stensegth,1,[74]
1,secondary function,2,robot;sensors,4,[104; 105; 106; 107]
2,locomotion,31,pull;roll,2,[102; 103]
5,integrity,5,component;thread,1,[1]
0,impact toughness,15,fibers;motors,1,[24]
5,integrity,25,bubbleit,1,[63]
1,secondary function,21,robots;robot,4,[42; 43; 44; 45]
3,flexibility,10,shapes;materials,1,[30]
6,secondary function/locomotion,6,easy assembly,1,[40]
1,secondary function,14,grip;lights,1,[22]
3,flexibility,0,rods;cables,2,[88; 89]
0,impact toughness,17,elastomer dampening,1,[16]
1,secondary function,5,component;thread,2,[27; 28]
0,impact toughness,11,impact;tension,1,[101]
1,secondary function,20,resistant robots,2,[90; 91]
2,locomotion,2,robot;sensors,4,[64; 65; 66; 67]
3,flexibility,16,robot;robo,2,[72; 73]
0,impact toughness,28,tensegribars,1,[92]
1,secondary function,1,robot;app,5,[57; 58; 59; 60; 61]
2,locomotion,16,robot;robo,1,[8]
3,flexibility,2,robot;sensors,2,[76; 77]
2,locomotion,6,easy assembly,1,[9]
8,locomotion; impact toughness,2,robot;sensors,2,[85; 86]
1,secondary function,23,sphere;objects,1,[49]
4,mod save america,5,component;thread,1,[99]
2,locomotion,20,resistant robots,1,[32]
14,helmet,3,robot;spider,1,[5]
5,integrity,15,fibers;motors,1,[68]
0,impact toughness,5,component;thread,1,[11]
1,secondary function,0,rods;cables,3,[81; 82; 83]
2,locomotion,14,grip;lights,1,[2]
3,flexibility,3,robot;spider,2,[35; 36]
7,weight,0,rods;cables,2,[3; 4]
1,secondary function,12,direction;bot,1,[97]
2,locomotion,22,staged springs,1,[80]
10,modularity,10,shapes;materials,1,[93]
0,impact toughness,19,cover it!,1,[31]
1,secondary function,27,loyalty,1,[84]
9,locomotion; planning,9,froggy,1,[25]
0,impact toughness,2,robot;sensors,1,[26]
3,flexibility,8,robot;help,1,[55]
2,locomotion,0,rods;cables,4,[12; 13; 14; 15]
8,locomotion; impact toughness,8,robot;help,1,[71]
7,weight,21,robots;robot,1,[98]
0,impact toughness,24,plunger endcaps,1,[56]
2,locomotion,15,fibers;motors,2,[6; 7]
2,locomotion,3,robot;spider,3,[37; 38; 39]
1,secondary function,30,position!,1,[100]
1,secondary function,16,robot;robo,2,[19; 20]
