Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
7,bird safety,3,blade;pitch,1,[60]
4,hiding the wt,7,barn housing,1,[54]
6,hiding the wt - camoflage,6,landscape;buildings,1,[1]
3,wt efficiency,0,turbine;wind,4,[12; 13; 14; 15]
8,merging renewables,0,turbine;wind,3,[51; 52; 53]
5,configuration,1,efficiency;parts,2,[9; 10]
7,bird safety,2,wt;wind,1,[39]
4,hiding the wt,0,turbine;wind,5,[2; 3; 4; 5; 6]
5,configuration,5,wt;nesting,2,[48; 49]
0,aesthetics,6,landscape;buildings,1,[55]
4,hiding the wt,4,tower;level,2,[16; 17]
5,configuration,0,turbine;wind,1,[21]
2,community,2,wt;wind,4,[22; 23; 24; 25]
5,configuration,3,blade;pitch,1,[8]
1,wind concentrators,1,efficiency;parts,4,[26; 27; 28; 29]
0,aesthetics,0,turbine;wind,8,[31; 32; 33; 34; 35; 36; 37; 38]
8,merging renewables,2,wt;wind,1,[11]
6,hiding the wt - camoflage,0,turbine;wind,3,[40; 41; 42]
4,hiding the wt,2,wt;wind,1,[30]
1,wind concentrators,0,turbine;wind,4,[44; 45; 46; 47]
3,wt efficiency,3,blade;pitch,2,[19; 20]
0,aesthetics,1,efficiency;parts,1,[50]
7,bird safety,0,turbine;wind,1,[7]
0,aesthetics,2,wt;wind,2,[58; 59]
2,community,0,turbine;wind,1,[18]
1,wind concentrators,8,designated migration area,1,[56]
5,configuration,2,wt;wind,1,[57]
2,community,4,tower;level,1,[43]
