Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
9,gesture control,26,training for musicians,1,[21]
15,other,27,bag;cart,1,[24]
0,ar display,27,bag;cart,1,[49]
16,engineering analysis,16,elastomeasure,1,[15]
12,consuming content,1,sensors;sensor,1,[66]
11,wrist tv,11,display;rope,1,[3]
6,audio,6,sensors;intensity,2,[35; 36]
12,consuming content,12,messages;store,1,[4]
7,temperature control,7,sensor;user,2,[44; 45]
16,engineering analysis,28,time;glasses,1,[47]
12,consuming content,29,detect;sensory,1,[81]
2,health monitoring,22,neonatal infant monitoring system,1,[2]
21,ar applications,21,heart;agents,1,[92]
20,wrist display,11,display;rope,1,[99]
3,utility devices,38,smart post it notes,1,[77]
0,ar display,36,stretchable tent display,1,[70]
16,engineering analysis,42,sky skulpting,1,[97]
2,health monitoring,5,ar;sensors,1,[18]
9,gesture control,1,sensors;sensor,3,[26; 27; 90]
13,sports,13,monitoring;sensors,1,[29]
16,engineering analysis,43,ez assembly,1,[98]
20,wrist display,12,messages;store,1,[23]
3,utility devices,3,storage;shape,2,[11; 12]
19,monitoring,17,patch;sensor,1,[88]
9,gesture control,40,task control using stretchable tech,1,[89]
4,fashion,4,have animated tattoos,2,[13; 14]
19,monitoring,41,nuink,1,[93]
17,health,17,patch;sensor,1,[80]
0,ar display,17,patch;sensor,1,[60]
3,utility devices,31,wrist;neck,1,[46]
2,health monitoring,13,monitoring;sensors,1,[61]
9,gesture control,31,wrist;neck,1,[96]
14,assistant,14,conference helper,1,[6]
4,fashion,34,smart clothing,1,[62]
0,ar display,28,time;glasses,1,[31]
2,health monitoring,27,bag;cart,1,[22]
15,other,15,paintball,1,[10]
2,health monitoring,39,smart bandaids,1,[79]
17,health,5,ar;sensors,1,[19]
16,engineering analysis,11,display;rope,1,[48]
0,ar display,0,glasses;ar,4,[55; 56; 57; 58]
20,wrist display,20,zapp,1,[72]
8,stretch display,2,sensors;socks,1,[20]
0,ar display,25,leds;glasses,1,[17]
1,food monitoring,13,monitoring;sensors,1,[5]
5,ar overlays,17,patch;sensor,1,[39]
2,health monitoring,2,sensors;socks,3,[50; 51; 52]
5,ar overlays,24,car map: ar directions on windshield,1,[9]
11,wrist tv,35,wristtv,1,[63]
9,gesture control,10,textanator,1,[71]
2,health monitoring,32,monitor;display,2,[53; 54]
15,other,29,detect;sensory,1,[32]
4,fashion,25,leds;glasses,1,[68]
3,utility devices,19,personal energy guru,1,[43]
10,communication,0,glasses;ar,1,[86]
10,communication,23,ar;user,1,[8]
4,fashion,2,sensors;socks,1,[95]
15,other,1,sensors;sensor,1,[83]
2,health monitoring,17,patch;sensor,1,[30]
5,ar overlays,5,ar;sensors,2,[33; 34]
13,sports,1,sensors;sensor,1,[78]
13,sports,23,ar;user,1,[28]
0,ar display,2,sensors;socks,1,[76]
10,communication,10,textanator,1,[1]
8,stretch display,37,smart labels,1,[73]
6,audio,1,sensors;sensor,2,[84; 85]
14,assistant,7,sensor;user,1,[67]
22,wellness,2,sensors;socks,1,[38]
2,health monitoring,6,sensors;intensity,1,[69]
1,food monitoring,1,sensors;sensor,3,[7; 40; 41]
16,engineering analysis,1,sensors;sensor,1,[16]
17,health,21,heart;agents,1,[94]
8,stretch display,8,interactive packaging,2,[64; 65]
9,gesture control,9,sensors;hand,2,[74; 75]
18,networking,18,handshakar,1,[37]
5,ar overlays,33,augmented jersey,1,[59]
13,sports,31,wrist;neck,1,[87]
18,networking,11,display;rope,1,[25]
4,fashion,30,stretchable display for clothing,1,[42]
19,monitoring,19,personal energy guru,1,[82]
0,ar display,5,ar;sensors,1,[91]
