Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
5,,9,muscle;stimulation,1,[76]
6,treatment communication/ community building,6,children;extension,2,[52; 53]
3,rigid brace variations,0,brace;force,2,[72; 73]
0,actuated dynamic brace,14,curve;motion,1,[68]
7,correct position guarantee,7,expanding and contracting bladders,1,[1]
6,treatment communication/ community building,2,curvature;spine,1,[36]
0,actuated dynamic brace,10,brace;shoulders,1,[64]
5,,1,pads;forces,1,[24]
0,actuated dynamic brace,3,brace;cables,1,[78]
3,rigid brace variations,17,exo skeleton back ,1,[42]
6,treatment communication/ community building,3,brace;cables,1,[77]
3,rigid brace variations,3,brace;cables,3,[31; 32; 33]
0,actuated dynamic brace,15,lifevest,1,[28]
1,external treatment device,5,torso;shaft,1,[54]
1,external treatment device,16,forces;bands,2,[34; 35]
4,modular brace w/ multiple components,4,brace;curvature,2,[10; 11]
0,actuated dynamic brace,17,exo skeleton back ,1,[62]
6,treatment communication/ community building,11,patients;mobility,1,[27]
3,rigid brace variations,6,children;extension,1,[17]
2,implantable/ surgical intervention,2,curvature;spine,3,[21; 22; 51]
1,external treatment device,10,brace;shoulders,1,[9]
1,external treatment device,1,pads;forces,4,[38; 39; 40; 41]
0,actuated dynamic brace,0,brace;force,8,[43; 44; 45; 46; 47; 48; 49; 50]
7,correct position guarantee,10,brace;shoulders,1,[37]
4,modular brace w/ multiple components,5,torso;shaft,2,[25; 26]
1,external treatment device,13,pads;air,2,[18; 19]
0,actuated dynamic brace,4,brace;curvature,2,[57; 58]
4,modular brace w/ multiple components,14,curve;motion,1,[23]
1,external treatment device,4,brace;curvature,1,[66]
3,rigid brace variations,16,forces;bands,2,[30; 55]
0,actuated dynamic brace,5,torso;shaft,5,[12; 13; 14; 15; 16]
1,external treatment device,9,muscle;stimulation,2,[74; 75]
6,treatment communication/ community building,18,force;patients,1,[71]
4,modular brace w/ multiple components,11,patients;mobility,1,[3]
7,correct position guarantee,9,muscle;stimulation,1,[63]
3,rigid brace variations,12,breathable cast,1,[5]
2,implantable/ surgical intervention,9,muscle;stimulation,1,[4]
5,,5,torso;shaft,2,[79; 80]
0,actuated dynamic brace,19,mars;layer,2,[69; 70]
3,rigid brace variations,1,pads;forces,3,[6; 7; 8]
0,actuated dynamic brace,13,pads;air,1,[29]
0,actuated dynamic brace,6,children;extension,1,[56]
3,rigid brace variations,18,force;patients,2,[60; 61]
4,modular brace w/ multiple components,3,brace;cables,1,[59]
0,actuated dynamic brace,9,muscle;stimulation,1,[20]
2,implantable/ surgical intervention,3,brace;cables,1,[67]
4,modular brace w/ multiple components,8,body;brace,1,[65]
7,correct position guarantee,8,body;brace,1,[2]
