Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
7,affordability,3,device;battery,1,[89]
6,safety,9,mode;users,1,[61]
9,durability,1,exoskeleton;accessory,1,[41]
6,safety,6,function;verification,2,[36; 37]
3,connectivity,0,user;exoskeleton,3,[6; 7; 8]
2,comfort,8,braces;use,2,[70; 71]
7,affordability,7,compensation;users,1,[96]
2,comfort,1,exoskeleton;accessory,3,[13; 14; 15]
6,safety,2,leg;button,2,[77; 78]
5,motivation,1,exoskeleton;accessory,2,[19; 20]
0,easy to use,3,device;battery,2,[22; 23]
8,aesthetic,5,music;hip,1,[21]
4,mobility,0,user;exoskeleton,1,[38]
1,adjustability,2,leg;button,2,[29; 30]
10,control,8,braces;use,1,[60]
4,mobility,9,mode;users,1,[3]
3,connectivity,3,device;battery,3,[32; 33; 34]
2,comfort,9,mode;users,1,[72]
8,aesthetic,1,exoskeleton;accessory,1,[69]
3,connectivity,10,frame;back,1,[73]
4,mobility,4,knee;legs,2,[4; 5]
0,easy to use,11,user;exercises,1,[74]
5,motivation,0,user;exoskeleton,4,[42; 43; 44; 45]
2,comfort,2,leg;button,4,[46; 47; 48; 49]
1,adjustability,10,frame;back,1,[75]
10,control,0,user;exoskeleton,1,[31]
5,motivation,11,user;exercises,2,[92; 93]
1,adjustability,1,exoskeleton;accessory,5,[55; 56; 57; 58; 59]
0,easy to use,1,exoskeleton;accessory,5,[84; 85; 86; 87; 88]
0,easy to use,0,user;exoskeleton,7,[62; 63; 64; 65; 66; 67; 68]
7,affordability,1,exoskeleton;accessory,1,[35]
0,easy to use,4,knee;legs,1,[95]
6,safety,0,user;exoskeleton,5,[24; 25; 26; 27; 28]
1,adjustability,4,knee;legs,2,[16; 17]
0,easy to use,7,compensation;users,1,[81]
1,adjustability,0,user;exoskeleton,2,[79; 80]
5,motivation,3,device;battery,2,[82; 83]
2,comfort,7,compensation;users,1,[9]
8,aesthetic,3,device;battery,2,[1; 2]
7,affordability,0,user;exoskeleton,1,[11]
9,durability,2,leg;button,1,[10]
5,motivation,5,music;hip,2,[99; 100]
6,safety,1,exoskeleton;accessory,4,[51; 52; 53; 54]
3,connectivity,1,exoskeleton;accessory,1,[94]
11,,8,braces;use,1,[50]
1,adjustability,8,braces;use,2,[97; 98]
8,aesthetic,8,braces;use,1,[12]
4,mobility,3,device;battery,2,[39; 40]
0,easy to use,9,mode;users,1,[18]
6,safety,4,knee;legs,1,[90]
7,affordability,8,braces;use,1,[76]
0,easy to use,2,leg;button,1,[101]
10,control,2,leg;button,1,[91]
