Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
12,mobility and route,12,interactive gps interface,1,[39]
17,mobility & driver condition,11,dashboard;screen,1,[36]
11,visiblity,11,dashboard;screen,1,[42]
6,redesigning infrastructure,6,inverted intersection,1,[6]
14,visibility and safety,4,cars;headset,1,[4]
8,smart mobility,0,car;parking,1,[24]
7,sharing control,7,the speaker,1,[8]
11,visiblity,3,car;passenger,1,[29]
0,productivity and functionality,16,mobile work space,1,[10]
0,productivity and functionality,3,car;passenger,3,[12; 13; 14]
9,handing-over of control,1,car;passengers,1,[53]
13,functionality and usability,13,mode;dash,1,[55]
5,internal comfortability,5,seats for fidgeting,1,[5]
0,productivity and functionality,15,car;dynamics,2,[40; 41]
16,awareness of av tech,3,car;passenger,1,[35]
4,internal experience,4,cars;headset,2,[18; 19]
19,driver monitoring,14,vision;awareness,1,[50]
0,productivity and functionality,17,buses;vehicles,1,[11]
10,driver condition & hand-over of control,14,vision;awareness,1,[52]
7,sharing control,10,seats;driver,1,[16]
2,service,2,car;service,3,[26; 27; 28]
1,pedestrian communication,3,car;passenger,1,[43]
1,pedestrian communication,1,car;passengers,3,[21; 22; 23]
16,awareness of av tech,11,dashboard;screen,1,[34]
0,productivity and functionality,0,car;parking,4,[30; 31; 32; 33]
15,safety; functionality,3,car;passenger,1,[7]
14,visibility and safety,14,vision;awareness,1,[57]
0,productivity and functionality,18,camp car,1,[20]
1,pedestrian communication,4,cars;headset,1,[58]
18,connecting with others,4,cars;headset,1,[37]
9,handing-over of control,10,seats;driver,1,[17]
2,service,3,car;passenger,2,[1; 38]
8,smart mobility,17,buses;vehicles,1,[51]
4,internal experience,2,car;service,1,[25]
1,pedestrian communication,15,car;dynamics,1,[3]
3,aesthetics,3,car;passenger,2,[48; 49]
0,productivity and functionality,1,car;passengers,1,[54]
10,driver condition & hand-over of control,10,seats;driver,1,[44]
12,mobility and route,0,car;parking,1,[59]
0,productivity and functionality,13,mode;dash,2,[46; 47]
9,handing-over of control,9,hmi via acoustics,1,[15]
2,service,0,car;parking,1,[45]
8,smart mobility,8,split av,1,[9]
4,internal experience,3,car;passenger,1,[56]
14,visibility and safety,3,car;passenger,1,[2]
