Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
0,Safety,1,vehicle;passengers,4,[1; 2; 3; 4]
1,Comfort and Convenience,2,user;users,8,[5; 6; 7; 8; 9; 10; 11; 12]
3,User Interface,2,user;users,1,[13]
0,Safety,0,car;user,17,[14; 15; 16; 17; 18; 19; 20; 21; 22; 23; 24; 25; 26; 27; 28; 29; 30]
7,Avoid Traffic Congestion,0,car;user,1,[100]
3,User Interface,3,,1,[32]
7,Avoid Traffic Congestion,1,vehicle;passengers,6,[78; 79; 80; 81; 82; 83]
3,User Interface,0,car;user,8,[33; 34; 35; 36; 37; 38; 39; 40]
6,Efficiency,1,vehicle;passengers,2,[61; 62]
3,User Interface,1,vehicle;passengers,8,[41; 42; 43; 44; 45; 46; 47; 48]
6,Efficiency,0,car;user,3,[56; 57; 58]
2,Remote Control,1,vehicle;passengers,1,[52]
2,Remote Control,0,car;user,3,[53; 54; 55]
5,Localization and Positioning,0,car;user,3,[49; 50; 51]
2,Remote Control,2,user;users,2,[59; 60]
1,Comfort and Convenience,0,car;user,15,[63; 64; 65; 66; 67; 68; 69; 70; 71; 72; 73; 74; 75; 76; 77]
1,Comfort and Convenience,1,vehicle;passengers,16,[84; 85; 86; 87; 88; 89; 90; 91; 92; 93; 94; 95; 96; 97; 98; 99]
4,Affordability,0,car;user,1,[31]
