Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
7,Implantable/ Surgical Intervention,3,muscle;shaft,1,[54]
1,External Treatment Device,3,muscle;shaft,3,[14; 15; 16]
6,Modular Brace w/ Multiple Components,6,curve;motion,1,[19]
5,Rigid Brace Variations,1,forces;pads,5,[6; 7; 8; 9; 68]
2,Treatment Communication/ Community Building,5,force;air,1,[35]
0,Actuated Dynamic Brace,3,muscle;shaft,6,[70; 71; 72; 73; 74; 75]
7,Implantable/ Surgical Intervention,2,curvature;spine,3,[56; 57; 67]
3,,1,forces;pads,1,[55]
3,,3,muscle;shaft,3,[11; 12; 13]
0,Actuated Dynamic Brace,6,curve;motion,1,[79]
4,Correct Position Guarantee,4,brace;body,2,[20; 21]
6,Modular Brace w/ Multiple Components,3,muscle;shaft,3,[29; 30; 31]
1,External Treatment Device,5,force;air,2,[22; 23]
5,Rigid Brace Variations,8,brace,1,[69]
5,Rigid Brace Variations,0,brace;force,5,[24; 25; 26; 27; 28]
2,Treatment Communication/ Community Building,2,curvature;spine,3,[32; 33; 34]
1,External Treatment Device,1,forces;pads,6,[36; 37; 38; 39; 40; 41]
6,Modular Brace w/ Multiple Components,4,brace;body,1,[80]
0,Actuated Dynamic Brace,0,brace;force,11,[43; 44; 45; 46; 47; 48; 49; 50; 51; 52; 53]
0,Actuated Dynamic Brace,4,brace;body,1,[5]
6,Modular Brace w/ Multiple Components,0,brace;force,3,[76; 77; 78]
1,External Treatment Device,4,brace;body,1,[58]
2,Treatment Communication/ Community Building,3,muscle;shaft,1,[42]
1,External Treatment Device,0,brace;force,1,[62]
0,Actuated Dynamic Brace,8,brace,1,[4]
5,Rigid Brace Variations,5,force;air,2,[17; 18]
0,Actuated Dynamic Brace,1,forces;pads,1,[66]
7,Implantable/ Surgical Intervention,0,brace;force,1,[3]
5,Rigid Brace Variations,7,,1,[1]
2,Treatment Communication/ Community Building,0,brace;force,1,[2]
4,Correct Position Guarantee,3,muscle;shaft,2,[60; 61]
0,Actuated Dynamic Brace,9,mars;layer,2,[63; 64]
0,Actuated Dynamic Brace,5,force;air,1,[59]
5,Rigid Brace Variations,2,curvature;spine,1,[65]
0,Actuated Dynamic Brace,2,curvature;spine,1,[10]
