Human_Label_Index,Human_Label,Machine_Label_Index,Machine_Label,Bubble_size,Concept_Indices
7,wrist display,3,messages;use,1,[96]
17,sports,8,ar;user,1,[6]
6,utility devices,10,display;rope,1,[75]
10,engineering analysis,11,sky skulpting,1,[24]
11,networking,11,sky skulpting,1,[38]
18,temperature control,4,sensor;packaging,2,[33; 34]
6,utility devices,6,package;storage,2,[77; 78]
3,health monitoring,0,sensors;sensor,5,[60; 61; 62; 63; 64]
5,fashion,18,have animated tattoos,2,[55; 56]
13,assistant,4,sensor;packaging,1,[8]
12,communication,12,textanator,1,[89]
19,health,4,sensor;packaging,1,[71]
7,wrist display,7,zapp,1,[5]
10,engineering analysis,15,bands;musicians,1,[35]
0,gesture control,16,task control using stretchable tech,1,[31]
11,networking,10,display;rope,1,[68]
16,consuming content,2,patch;sensor,1,[46]
12,communication,1,ar;glasses,1,[27]
14,wrist tv,10,display;rope,1,[83]
3,health monitoring,17,smart bandaids,1,[48]
4,stretch display,0,sensors;sensor,1,[19]
1,ar display,2,patch;sensor,1,[21]
13,assistant,13,info;information,1,[40]
9,other,0,sensors;sensor,1,[57]
5,fashion,5,clothing;jackets,2,[9; 10]
0,gesture control,15,bands;musicians,1,[23]
8,ar overlays,1,ar;glasses,2,[81; 82]
16,consuming content,3,messages;use,1,[11]
4,stretch display,4,sensor;packaging,2,[12; 13]
15,audio,0,sensors;sensor,4,[2; 3; 73; 74]
20,wellness,0,sensors;sensor,1,[59]
5,fashion,0,sensors;sensor,1,[16]
2,monitoring,2,patch;sensor,2,[29; 30]
1,ar display,10,display;rope,1,[17]
10,engineering analysis,0,sensors;sensor,1,[39]
1,ar display,1,ar;glasses,6,[49; 50; 51; 52; 53; 54]
10,engineering analysis,9,glasses;time,1,[36]
3,health monitoring,20,neonatal infant monitoring system,1,[95]
3,health monitoring,2,patch;sensor,1,[72]
0,gesture control,0,sensors;sensor,6,[25; 41; 42; 43; 44; 45]
8,ar overlays,2,patch;sensor,1,[1]
21,food monitoring,0,sensors;sensor,4,[65; 84; 85; 86]
10,engineering analysis,8,ar;user,1,[79]
14,wrist tv,14,wristtv,1,[94]
6,utility devices,0,sensors;sensor,1,[20]
0,gesture control,12,textanator,1,[26]
22,ar applications,4,sensor;packaging,1,[70]
19,health,2,patch;sensor,1,[90]
16,consuming content,0,sensors;sensor,1,[4]
1,ar display,9,glasses;time,2,[87; 88]
1,ar display,0,sensors;sensor,1,[97]
2,monitoring,10,display;rope,1,[32]
3,health monitoring,3,messages;use,2,[98; 99]
8,ar overlays,3,messages;use,1,[7]
9,other,19,paintball,1,[93]
4,stretch display,6,package;storage,1,[22]
10,engineering analysis,10,display;rope,1,[18]
9,other,2,patch;sensor,1,[80]
17,sports,0,sensors;sensor,3,[37; 66; 67]
3,health monitoring,1,ar;glasses,1,[92]
9,other,9,glasses;time,1,[15]
7,wrist display,10,display;rope,1,[76]
8,ar overlays,8,ar;user,1,[14]
6,utility devices,13,info;information,1,[91]
5,fashion,1,ar;glasses,1,[69]
3,health monitoring,9,glasses;time,1,[28]
19,health,1,ar;glasses,1,[58]
12,communication,8,ar;user,1,[47]
