index,Concept Name,Concpet Description,Human Label,Machine Label
1,building landscape camo,blend buildings into landscape begind them,hiding the wt - camoflage,landscape;buildings
2,suction turbine,fast low pressure wind draws air from the other side of the hill through hawts underground,hiding the wt,turbine;wind
3,hill side drag based covered turbines,turbine system placed inside hillside chambers that collect wind from directors at the top of the hill,hiding the wt,turbine;wind
4,corkscrew turbine,corkscrew shaped wind harvester covered in a sheath,hiding the wt,turbine;wind
5,chimney based turbine,takes advantage of aleady present and constant flow of air up a chimney,hiding the wt,turbine;wind
6,chimney with concentrator,shape the chimney in a way to concentrate the wind through a chimney mounted concentrator,hiding the wt,turbine;wind
7,anti perching hawt with painted blades,a standard medium scale hawt with the addition of cone top for anti perching and a single patterned blade for bird detection ease,bird safety,turbine;wind
8,retractable blade and stock,the stock and blade retract to fold into a small structure during the day,configuration,blade;pitch
9,sail based conveyer rotor,foldable omnidirectional sails on a conveyor belt thats partially overunderground,configuration,efficiency;parts
10,soil based conveyer with hood,the hood helps direct the air away and reduces drag,configuration,efficiency;parts
11,wind + solar panel,wt covered in solar panels,merging renewables,wt;wind
12,segmented ultralight morphing rotor,technology that allows substantial decrease in peak stress and fatigue on rotor blades they can bend without losing stiffness meaning larger blades and higher power,wt efficiency,turbine;wind
13,open lift based vawt,exposed vertical axis liftbased turbine with minimal visual footprint due to thin structural members,wt efficiency,turbine;wind
14,super turbine,this is a variation of a vawt that uses a chain of blades that could change the angle of attack in order to create better power generation,wt efficiency,turbine;wind
15,strategic placement,place the turbines in strategic locations that have good wind resource like at the top of hills,wt efficiency,turbine;wind
16,collector tower with ground level hawts,a large collector tower disguised as a building collects wind to redirect at covered ground level hawts through a stream straghtener,hiding the wt,tower;level
17,wind tunnel tower,this is a tunnel based wind generator that catches wind near ground level and funnels it accelerating it,hiding the wt,tower;level
18,fan,turbine can act as fan to breeze an area on a windy day,community,turbine;wind
19,ecorotr,this blade hub deflects incoming wind towards the blade so that more power is generated it could lead to 3 performance increase,wt efficiency,blade;pitch
