index,Concept Name,Concpet Description,Human Label,Machine Label
1,expanding and contracting bladders,similar to bendable robot fingers,Correct Position Guarantee,
2,bodysuit,the brace is designed like a bodysuitconstraints come from upper and lower part of the body and help guarantee the correct position,Correct Position Guarantee,body;brace
3,soft band,soft bands are designed with various length and theyre adjustable it allows patients to have the maximum mobility,Modular Brace w/ Multiple Components,patients;mobility
4,muscle stimulation,avoid atrophy apply a load to user with their own muscle,Implantable/ Surgical Intervention ,muscle;stimulation
5,breathable cast,similar to a cast but made from a breathable material,Rigid Brace Variations,
6,turnbuckle,a turnbuckle is hooked with oneside on upper side and another on lower side it forces the concave curvature to go straight,Rigid Brace Variations ,pads;forces
7,foam padded rigid brace,a rigid brace is made by either thermoforming or 3d printing and in the inside there are compressibe foam pads that provide corrective forces at 35 locations,Rigid Brace Variations ,pads;forces
8,shoulder pad,shoulder pad has a ringoshape covering the shoulders upper part of chest and back it is used together with elastic bands for force generation,Rigid Brace Variations ,pads;forces
9,shirt brace,designed like a fitted tshirt the brace looks like any other article of clothing,External Treatment Device,brace;shoulders
10,ratcheting modular brace,rigid belt around area of curvature adjustable expandable fabric brace that attaches,Modular Brace w/ Multiple Components,brace;curvature
11,modular magnetic brace,patient only needs to wear part of the brace affecting their spinal curvature,Modular Brace w/ Multiple Components,brace;curvature
12,airbag vest,3 rings go around the chest and they are integrated on vest that the child wears attached to the rings are slots where air bags can inflate and apply loads,Actuated Dynamic Brace,torso;shaft
13,spring vest,3 rings go around the chest but they are connected by springs the springs can be in tension or in compression to adjust forces on the body and can be adjusted using a turnebuckle,Actuated Dynamic Brace,torso;shaft
14,jack vest,3 rings go around the chest the rings have slots where mechanical jacks can be put in where needed to apply the necessary forces at the output of the shaft for the jack is a large pad same forces over larger area  less pressure and more comfort,Actuated Dynamic Brace,torso;shaft
15,rubberband vest,3 rings go around the chest and they are connected by stiff elastomers the tension in the rubber bands provides the necessary forces and bending moments a turnebuckle can be used to adjust the tension,Actuated Dynamic Brace,torso;shaft
16,mechatronic brace,3 rings go around the chest and they have slots where motors can be put in at various locations at the output of the motor shaft is a pad feedback from the motor can let the user know exactly what forces are being applied,Actuated Dynamic Brace,torso;shaft
17,hinged cast,children in casts are unable to bathe but require the support of a rigid cast applying hinges latches allow it to be removed,Rigid Brace Variations ,children;extension
18,beds with air pads,bed equipped with air pads on both sides slightly inflated the pads to ensure kid sleep in the suitable position gentally increase the inflation degree when kids are asleep for larger corrective force,External Treatment Device,pads;air
19,air pads,air pads apply larger force when theyre inflated,External Treatment Device,pads;air
20,cyclic loading,stretching soft tissue revocery stretch again small increments of stretch instead of one large displacement,Actuated Dynamic Brace,muscle;stimulation
21,magnetobelt,a magnet is implanted at the area of curvature and an external belt with a magnet can be warn to pull spine in correct direction,Implantable/ Surgical Intervention,curvature;spine
22,spinal anchoring,anchor spine above and below curvature so that when the child grows the curvature doesnt worsten ,Implantable/ Surgical Intervention,curvature;spine
23,tensegrity,tensile elements outside curve stiff elements inside curve pivots about a center point,Modular Brace w/ Multiple Components,curve;motion
24,backpack,the parent straps on a backpack and the child goes in it sideways small weights are attached to the kid to provide corrective forces needs to get worn once a day,,pads;forces
25,flexible straps,straps are flexible to adjust the lengh and therefore strength loose the strap every a few months to leave space for muscle growth,Modular Brace w/ Multiple Components,torso;shaft
26,spring suit,two half bands go around upper and lower torso spring loaded mechanism with pad at output applies loads at necessary points,Modular Brace w/ Multiple Components,torso;shaft
27,scoliosis play group,children with scoliosis are often limited in their mobility due to casting or other treatments enabling children to play with other kids like them would help them to not feel left out becaues of their condition,Treatment Communication/ Community Building,patients;mobility
28,lifevest,a vest that is decomposed into many small inflatable sections the regions that are inflated provide the necessary forces,Actuated Dynamic Brace,
29,air vest,provides force with foam pads that inflate and deflate monitors force and progress of treatment,Actuated Dynamic Brace,pads;air
30,roller for tighten,by rotating a bar on the roller parents doctors easily adjust the forces applied,Rigid Brace Variations,forces;bands
31,brace invisalign,510 rigid braces are generated each to be worn for 23 months braces can be slowly printed and slowly provide correction over time similar to how dental invisalign works a body scan of the patient would be used as a first step to generating the braces,Rigid Brace Variations ,brace;cables
32,tension cables,tension cables strengthen the brace with forces along its direction,Rigid Brace Variations ,brace;cables
33,porthole for cleaning rigid brace,brace does not have to be solid in all places portholes can allow cleaning access,Rigid Brace Variations ,brace;cables
34,wheelchair with bands,child sits in a wheelchair with 3 elastic bands that wrap around them to provide necessary forces,External Treatment Device,forces;bands
