index,Concept Name,Concpet Description,Human Label,Machine Label
1,g road ,people can exploit the gforce to accelerate the car speed and save your time travelling from a to b point,Infrastructure planning,car;cars
2,g roads,exploit the gforce to accelerate the car coriolis and saving your time travel from a to b,Infrastructure planning,car;cars
3,remote control cars,cars would be remotely delivered from adriver hub located elsewhere like an it park,Transition to AV,cars;vehicles
4,what do you do during the ride?,now that there is more space for people in the vehicle and no need to focus on traffic what should you do examples sleep eat breakfast meditate read the newspaper,Interior Design,ride;vehicle
5,car seats's snesor,the sensor can  display your weight and  body temp everytime you sit on,Interior Desgn ,car;cars
6,tv re arrangement,ppl can lay down inside the car and watch tv in forint of them,Interior Desgn ,car;cars
7,board game selections,board games proposed in auomated school vans or regular cav,Kids,cav;platforms
8,fair business model,transportation costs should not burden those who live further away membership instead of per ride model for remote communities,Pricing & Cost,ride;vehicle
9,adaptive capacity and group dropoffs,workers should be distributed throught the city in a timely manner cars will have the same speed and self driving vansbuses will increase the load during peak hours no individually dropoffs because that lowers efficiency,Commute / peak management,car;cars
10,solar cars,solar powered cars that run during the day,Basic concept,cars;vehicles
11,transit: find the cars near you,an application that can help people detect and find the available connected cars,Basic concept,cars;vehicles
12,emergency button for cars,system to shut down all the program can connect you to hospitals,Safety & Health,cars;vehicles
13,fully covered 2 wheeler,fully covered 2 wheeler to protect from the rain  pollution,New Vehicle Shapes/Forms,
14,cav van carpools,high volume cav carpools between popular destinations eg downtown to sfo,Commute / peak management,cav;platforms
15,fat cars,match width of car to the roads to maximize space effi,Infrastructure planning,car;cars
16,traffic lights,car can communicate the traffic lights by itself,Infrastructure planning,car;cars
17,car storage system on the street,people cab park their personal belongings inside the storage cars to eliminate the unnessary things in their house,Infrastructure planning,car;cars
18,car storage system on the street,people can park their personal belongings inside the storage cars to eliminate storage rooms from their house free house space,Infrastructure planning,car;cars
19,comfy seats,soft and comforabtle reclining seating with massage chair ,Interior Desgn ,seats;seat
20,storage seats,seats can be made outline materials and small items within them,Interior Desgn ,seats;seat
21,school self driving bus,provide automated school buses for kids in a neighborhood avoid the congestion for dropoff and pickup time at schools,Kids,vans;battery
22,activity connection,see the similar activities  hobbies interest other riders around you have decide on the best club or restaurant around,Commute / peak management,ride;vehicle
23,road escalators,have roads moving instead of cars so we can have everyone go at the same speed,Infrastructure planning,buses;roads
24,road escalators,have roads moving instead of cars so we can have everyone go at the same speed  ,Infrastructure planning,buses;roads
25,customized seat accesories,tables desks arm rests etc that can be hiddenremoved and taken out when needed for uee,Interior Design,seats;seat
26,handicaped centered design,the car is specifically designed to address the specific needs of handicapes includes sliding doors platform to get on the car same than buses more space inside,Safety & Health,car;cars
27,cav fleet,a fleet of cavs that users pay to have ondemand access to,Basic concept,cav;platforms
28,cav   ridesharing fusion,incorporate cav into uber lyft and other similar platforms this will bring cavs online and kickstart mainstream usage,Basic concept,cav;platforms
29,frequent rider benefit program ,airlines have frequent flier programs and benefits we can apply this model to cav ridesharing,Basic concept,cav;platforms
30,innovation tire,the tire itself can detect the temp and lanscape by attathced a sensor on the surface,Interior Desgn ,vans;battery
31,bike friendly,selfdriving vehicles with bikes racks  vans balancing the distribution of dockless bikes in cities ,Infrastructure planning,cars;vehicles
32,grab end go cars,urban bikesharing model but for cars,Infrastructure planning,cars;vehicles
33,highway for connected cars,government create a nwely highway system exclusive for connected cars,Infrastructure planning,cars;vehicles
34,overhead bus,buses that travel straight in ew or ns directions in cities and have clearance for the cars below to reduce traffic,New Vehicle Shapes/Forms,cars;vehicles
35,detachable cars,different number of carscabins can be attached to the engine depending on the number of people travelling,New Vehicle Shapes/Forms,cars;vehicles
36,tentacle cars,cars with contraptions to lift them above traffic below them and help them move quickly in case of emergencies,New Vehicle Shapes/Forms,cars;vehicles
37,flexible cars,cars that are fexiblemalleable for taking impact,New Vehicle Shapes/Forms,cars;vehicles
38,driver outsourcing,iutsourc remote driving to cheaper labor countries like india,Transition to AV,car;cars
39,flat intracity escalators,cross city that moving escalators taking people to places based on choice of activity,Infrastructure planning,
40,music car,learn and play instruments like guitar hero,Use Cases,car;cars
41,the linkedin car,using ride shares to network professionally,Use Cases,car;cars
42,the escape car,do an escape game using vr during a ride,Use Cases,car;cars
43,karaoke car,have an onboard karaoke system,Use Cases,car;cars
44,planetarium,have the roof of the car completely transparent on clear starry nights for a mesmerizing experience,Use Cases,car;cars
45,workout car,workout during your ride,Use Cases,car;cars
46,rotating chairs,car seats that can rotate to different orientations to let everyone get their cockpit feeling,Use Cases,car;cars
47,attachable disco rvs,drive into a disco rv dealership and drive out with a disco rv attached to your car for your own private party experience,Use Cases,car;cars
48,the purpose instead of the address   reducting miles travelled,when a zone is congested the cav asks what the rider wants to do in order to suggest the most relevant places nearby to drive him to,Optimizing efficiency,cav;platforms
49,dedicated cav routes,a schedule of cav routes targeting hightraffic locations,Optimizing efficiency,cav;platforms
50,battery help!,emergency battery use in highway,Infrastructure planning,vans;battery
51,completely autonomous driving,to increase the driving efficiencey and greatly reduce or completely eliminate accidents,Transition to Automated Vehicles,car;cars
52,cav interior design,without a driver in fully autonomous cars the interior of the car can be completely redesigned lots of opportunities,Interior Design,car;cars
53,rotating chairs,car seats that can turn around and face each other to facilitate meetings,Interior Design,car;cars
54,sleepwell: sleep accessories in the car,you can sleep well in the car before or after work this enables you to have the ultimate calm in your car,Interior Design,car;cars
55,workpro: professional working table for business people,autonomous vehicle can drive to the destination itself so we change the interior design of the car to include a professional office space,Interior Design,car;cars
56,grocery store at home,saving time after work to directly go cook dinner at your home thanks a digital grocery store delivering the ingredients you need at your place during low hours on the road ,Use Cases,grocery;haircut
57,haircut,get a haircutby a robot or use the services of a barber on your way to work,Use Cases,grocery;haircut
58,landscape detector,sensors on the road condition surface traffic,Safety & Health,vans;battery
59,moving silent disco,set up cav vans at music festivals to transport festival goers reconfigure the inside space as a silent disco ,Use Cases,vans;battery
60,window car,cav that us akk windows can use it for sightseeing in a scenic area like yosemite park,New Vehicle Shapes/Forms,cav;car
61,telescoping car expansion,cav vans thatt can expand as eeded to accomaodate larger groups of riders similar to camping trailer with popout extension,New Vehicle Shapes/Forms,cav;car
62,streamlined cr,no need to see out of the front of the car anymore so make it as aero dynamic as possible,New Vehicle Shapes/Forms,car;cars
