index,Concept Name,Concpet Description,Human Label,Machine Label
1,sticker localization,the can recognizes specific stickers put on the streets the sticker acts like a qr code which gives the global location the car then calculate its position relative to the sticker,localization and positioning ,car;location
2,user friendly ,the ui should be easy and friendly for ordinary people especially for children elder people and disabilities,user interface,user friendly 
3,the talking car,a signboard  a speaker system to communicate to pedestrians and other cars,user interface,car;cars
4,friendly interaction with pedestrains ,when the av stops at a cross or stop sign it should brake previously so the pedestrain would not be threatened,safety,functions;interaction
5,narrow car,reducing the width of the car to have just one column of seats,avoid traffic congestion ,car;seats
6,sleeping pod,the sleeping pod will help the user to relax since driving and effort is not required,comfort and convenience,user;malfunction
7,connected autonomous vehicles,this is away to physically have two vehicles at random connect together based on a common path theyre taking to improve energy efficiency,avoid traffic congestion ,vehicle;energy
8,autonomous vehicle lane,having a separate lane for autonomous vehicles like the carpool lane,avoid traffic congestion ,vehicle;vehicles
9,wind shield projector,the windshield has the option of being used as a screen to see movies or presentations,comfort and convenience,windshield;dashboard
10,hidden steering wheel,the steering wheel will come out from from the dashboard only when the autonomous function is disabled,comfort and convenience,windshield;dashboard
11,anti theft system,the car will autonomatically send the location to the police department if it got broken into,safety,car;location
12,auto car wash,the car can be set up to go to car wash by itself,remote control,car;cars
13,refuel or charge by iteslf,the car can go and refuel or recharge itself during unoccupied timeor by order,remote control,car;cars
14,auto pick up and park,the car can pick up passengers by their order and can park itself,remote control,car;cars
15,modularity cars,the owner can replace modules of the cars to fix them or get new features,comfort and convenience,cars;traffic
16,surrounding screen dome,the car turns the inside surrounding into screen which becomes similar to vr,user interface,car;location
17,location shared app,the car has an app that can share its location most like uber but more personal for example sharing it to family members you want to pick up somewhere,user interface,car;location
18,favorite place markings,the car can record the marked favorite places like work retaurants uncles house etc,user interface,car;location
19,3d projected hologram,a personal assistent will be projected with 3d hologram user will be able to interact with a human look ai,user interface,user;extensions
20,remote control,user can use cell phone to control av remotely including selfparking and call the av from parking lot,remote control,av;users
21,user locator app,the user can pin point the pick up location and his av will revieve the request and drive to the pick up point,remote control,av;users
22,rising footrest,the floor holding the gas and brake pedals can rise up to be a footrest during autonomous functions,comfort and convenience,functions;interaction
23,solar panel on the top,the solar panel on the top can collect solar energy and store it in the battery,efficiency,vehicle;energy
24,sleep mode,avs window would block all the outside light vehicle would wake user up when the vehicle arrive destination,comfort and convenience,vehicle;vehicles
25,human power mode,user can generate power by pedaling when the vehicle runs out of energy this can be a back up generator ,comfort and convenience,vehicle;vehicles
26,brain vehicle link,user can command the vehicle with brain wave and helmet,comfort and convenience,vehicle;vehicles
27,transformers,the vehicle can transforms into robotics and get across obstacles,comfort and convenience,vehicle;vehicles
28,night vision,the windshield is able to increase the outside brightness via image processing ,safety,windshield;dashboard
29,manual override function ,in case of autodriving malfunction the user is able to manually override the function and engage indriving,user interface,user;malfunction
30,auto rerouting ,cars can recive the traffic report from other cars automatically if a congestion is about to happen the system will automatically reroute the approaching cars,avoid traffic congestion ,cars;traffic
31,traffic light data sharing,the car interacts with traffic lights around the city the traffic lights have sensors to detect heavy traffic or road construction then the car recalculate the optimal route,avoid traffic congestion ,cars;traffic
32,connected grid,all autonomous cars are connected so the traffic flow is optimized by themselves instead of traffic lights,avoid traffic congestion ,cars;traffic
33,top entertainment system ,the av should have top entertainment system and give user the best travel experience all the windows can be screen,comfort and convenience,user;extensions
34,flexible seats,since the user do not need to drive the seats should be able to turn and slide flexibly,comfort and convenience,user;extensions
35,hidden baby holder,the seat can be made to have extensions to hold a baby the extensions will come out only with a toggle of a switch,comfort and convenience,user;extensions
36,cold beverage storage,the car can have a mini storage for cold drinks,comfort and convenience,car;seats
37,car seat earphones,each car seats head rest can have an extension that fits into the users ears and plays their select music,comfort and convenience,car;seats
38,car seats with storage area,car seats can be designed to have hidden storage areas under them to protect against theft,comfort and convenience,car;seats
39,auto vaccum,the car can have vaccum cleaners attached above the carpets and under the seats to have autocleaning function,comfort and convenience,car;seats
40,massage armchair,users can have a massage in the car,comfort and convenience,car;seats
41,travel history,the car records the whole trip including the traffic condition it will compare it to the estimated duration and choose alternate route if the route is more efficient,user interface,cars;traffic
42,smart navigation system,a smart navigation system for autonomous cars to keep users engaged  informed,user interface,cars;traffic
43,eeg controlled ui,users are able to communicate with their cars with brainwave extremely helpful for disabled passengers,user interface,cars;traffic
44,pedestrians identification,the car can identify pedestrians using sensors and lidar,safety,car;cars
45,identification system for cars and pedestrians,the car can detect and identify carrs motor bike and pedestrains,safety,car;cars
46,floating on water,the car can float on warter instead of sink in to the water,safety,car;cars
47,traffic rules monitor,the car can detect and identify traffic signs and signals to avoid violate traffic rules,safety,car;cars
48,passenger monitor ,if a certain passenger has a heart attack or something like this the car can report and call 911,safety,car;cars
49,slippery warning,the car can calculates how bad and frequent the car has minislip in the rain or snow then the car wanrs the driver to slow down or stop for a while,safety,car;cars
50,speed limit enforcer,the car collects data of speed limit in every possible road and adjust the autodriving to follow the speed limit,safety,car;cars
51,outside airbag,there are airbags on the outside of the car to protect the car from collision,safety,car;cars
52,road condition identification ,when meeting bad road conditions the car can avoid it automatically,safety,car;cars
53,porpuse light signal,the car should use signal light on the car to indicate its purpose,safety,car;cars
54,outside airbag,the car has airbag outside of it when the car crush pedestrians teh airbag can protect pedestrians,safety,car;cars
55,portable car,the car parts can be detached and can be put into a suit case to be carried around,efficiency,car;cars
56,solar car,the car can use solar panels to power certain components to make the car more energy efficient,efficiency,car;cars
57,tutorial system,the car provides interactive tutorial system on every possible features,user interface,car;prompt
58,voice prompt system ,when meeting pedestrians it can report the trend of the car by voice prompt,user interface,car;prompt
59,rc   autonomous,the user should have the ability to call the vehicle from miles away using his phone,remote control,vehicle;vehicles
60,affordable car,an autonomous vehicle should be affordable for ordinary people,affordability ,car;cars
61,work mode,av will reduce light from outside and turn on inside light the hmi would change from voice to screen message the users can focys on work,comfort and convenience,av;users
62,mobile dining ,users can order this service and the restaurant will send this av loaded with food the users ordered can drive to users preferable location,comfort and convenience,av;users
63,moving gym,av provides gym facilities inside for users,comfort and convenience,av;users
64,dj instrument in av,club decoration inside users can sing and dance in it,comfort and convenience,av;users
65,plane pilot simulation,with ar and plane instrument users can experience plane pilot simulation,comfort and convenience,av;users
66,detachable car,the body parts of the car can be made easily detachable so that the user can plug and play with certain components,efficiency,car;user
67,manual driving option ,the car can change to manual riving mode according to the drivers command,user interface,car;user
68,lego car,this car is easy for users to assemble also it is easy to upgrade parts by having standarized parts,user interface,car;user
69,stargazing roof mode,the roof of the car will open wider for user to stargaze the night it can also use a transparent glass mode instead of fully open,comfort and convenience,car;user
70,umberlla dispatch,the car can dispatch umberlla from its side when it is raining if the user wants to get out of the car,comfort and convenience,car;user
71,preset "theme",the car has different settings saved for each user and the user can activate it by phone for example nancy likes the temperature in the car to be 75 while matt likes it at 72,comfort and convenience,car;user
72,3d projected car body,the car can change its exterior look depending on users preference,comfort and convenience,car;user
73,a full view for passenger,the car has a transparent car cabin,comfort and convenience,car;cars
74,auto following,for a motorcade the car can follow the car in front of it automatically,comfort and convenience,car;cars
75,self cleaning,the car can wash and clean itself,comfort and convenience,car;cars
76,self diagnose,the car can find and locate some small problems of  itself,comfort and convenience,car;cars
77,flying cars,the car can fly to avoid traffic jam,comfort and convenience,car;cars
