index,Concept Name,Concpet Description,Human Label,Machine Label
1,shadow expectation,camera shows the shadow and improve tracking performance,control sensor,installation;monitor
2,shadow monitor,the camera monitor the shadow on the ground and keep the interval between shadows small as possible,control sensor,installation;monitor
3,solar power wipers,wind shield wipers that are on the solar panels that can be powered by the solar power,maintenance,panels;battery
4,smart fridge,small doors more specific classification of food,energy saving,
5,solar powered car battery charger,battery charger to use to jump car that is charged by solar while drivingparked,solar integration w/ existing product,panels;battery
6,solar powered outdoor grill,electric grill powered by solar rather than propane or charcoal,solar integration w/ existing product,panels;battery
7,solar skateboard,electric skateboard powered by solar deck,solar integration w/ existing product,panels;battery
8,solar powered steam distiller,solar powered water heater to boil water to distill,solar integration w/ existing product,panels;battery
9,solar portable fan,small fan powered on solar power for hot days,solar integration w/ existing product,panels;battery
10,solar powered phone charger,power bank powered on solar power,solar integration w/ existing product,panels;battery
11,solar powered fans,windowunit solar powered fans for rooms with no air conditioning,solar integration w/ existing product,panels;battery
12,solar powered compressor for ac,a compressor for ac works on solar power since when the power gen is max the consumption is max too,solar integration w/ existing product,panels;battery
13,solar powered interactive ads,solar panels installed on big interactive advertisement boards installed on highways,solar integration w/ existing product,panels;battery
14,solar powered wireless headsets.,integrating small solar cells on a wireless headsets band to charge the battery while wearing them outside ,solar integration w/ existing product,panels;battery
15,solar powered pumpjack,electric motor powered by solar energy to be used for oil and gas pumpjacks,solar integration w/ existing product,panels;battery
16,solar powered kettle coffee maker,solar powered kettles can be useful for people who like backpacking and camping,solar integration w/ existing product,panels;battery
17,solar powered speakers,solar powered speakers for outdoor concerts,solar integration w/ existing product,panels;battery
18,integrated phone solar charging,phone with a solar panel on its back,solar integration w/ existing product,panel;mirrors
19,visual measurement with drone,use drone to get position data and calculate the real position of each panel,b2b service,panel;mirrors
20,solar integration for container ships,container ships spend a lot of time in the sea exposed to sun light solar integration can be useful to help powering the ship and reduce costs,energy saving,storage;panels
21,artificial light solar panels.,solar panels powered by already used artificial light,unconventional usage,panels;battery
22,internal solar generation,in home solar panel that can generate power from home lighting,unconventional usage,power;panel
23,solar recycling,an oneway glass installed on solar panel which can reflect light back and trap light to enhance efficiency,efficiency boosting,panel;mirrors
24,mirror panel group,set one solar panel and a few mirrors as a group mirrors reflect lights on panel so one panel can generate more energy,efficiency boosting,panel;mirrors
25,additional mirror on panel,mirrors on panel help collecting more solar and decrease cost to produce panel,efficiency boosting,panel;mirrors
26,solar powered panel cleaner,wipers powered by solar to clean off panels to maximize efficiency,maintenance,panels;panel
27,panel cleaning water jets,spray nozzles on top of panels to clean up debris and can also cool the panels,maintenance,panels;panel
28,giant solar panel,one giant panel rather than multiple rows,efficiency boosting,
29,lunar power,use lunar light to generate power in night,unconventional usage,power
30,solar generating paint,paint capable of generating power through solar energy,unconventional usage,power
31,smart panel for shadow calculation,smart panel can get shadow quantity that can be used to compare tracking,control sensor,panel;mirrors
32,double solar installation,it can be feasible when no controls for tracking are available on existing farms,efficiency boosting,installation;monitor
33,human behavior controls,controller that adapts to human behavior to manage storage,software integration,storage;panels
34,market adaptive energy management system,utilityscale energy management system to predict when to send to storage and when to grid,software integration,storage;panels
35,mapping software for maintenance,shows current location and location of panels on map of solar farm,software integration,storage;panels
36,energy generation storage phone app,phone app showing realtime and historical solar generation and batter level,software integration,storage;panels
37,solar panels in sports stadiums,solar panels that can generate power from the projectors that light a sport field,unconventional usage,panels;panel
38,semi trailer solar panels,solar panels installed on the top of semitrailers that can power refrigeration or truck lighting etc,transportation ,panels;panel
39,car roof solar panels,solar panels installed on the top of passenger cars to power entertainment electronics etc,transportation ,panels;panel
40,aircraft wing solar panels,panels installed on aircraft wings to power passenger cabin lightselectronics etc,transportation ,panels;panel
41,solar panel roads,roads with solar panels integrated in the pavement,transportation ,panels;panel
42,cost saving prediction software,software to predict potential cost savings based on usage and home setup,software integration,installation;monitor
43,generation loss due to clouds prediction,tool to predict generation loss due to how cloudy it will be,software integration,installation;monitor
44,integrated panel water heating,heating water from pipes integrated in panels,energy saving,panels;panel
45,smart water heater,heat water during the day and keep hot using minimal energy for use at night,energy saving,energy;heat
46,solar fan for bbq smoker heat regulator,solar powered fan attached to bbq pit with app to control fan speed to regulate heat,solar integration w/ existing product,energy;heat
47,solar powered portable storage system,people who go camping for weeks can take with them an energy storage system that charges on solar ,solar integration w/ existing product,energy;heat
48,solar panel integration company,company that identifies areas where solar panels could be used and how the energy generated could be used,b2b service,panels;panel
49,transport electricity across time zone,transport electricity generated during daytime to somewhere in evening so that we dont need to consider storing them,unconventional usage,storage;panels
50,solid energy storage,similar to a water tower this well allow a solid heavy block go up and down to store and release energy,energy storage,energy;heat
51,fuel cell storage,decompose water into hydrogen and oxygen use fuel cell to release the energy in gas when we need it,energy storage,energy;heat
52,bag backpack w  solar charging,bag with built in solar panels to be used for electronic charging,solar integration w/ existing product,panels;panel
53,solar heated ski clothing,ski clothing with small solar panels to power small heating devices,solar integration w/ existing product,panels;panel
54,battery and energy management system for existing panels,battery storage and ems to retrofit to existing residential solar panels,retrofit market,storage;panels
55,bi sensor,installed on edges of solar panels it control the angle of panel by controlling the shadow between two sensor,control sensor,panels;panel
56,solar customer locator firm,locate potential residential solar customers based on demographics home shading,b2b service,installation;monitor
57,wavy solar panel,increase area and generate more power,efficiency boosting,power;panel
58,smart light,light that tracks activity and turns off when not being used,energy saving,
59,solar panels with storage systems on highway's lightning lamps,install solar panels on road lamps with storage since the batteries can charge during the day and light up the road at night,solar integration w/ existing product,storage;panels
60,train car solar panels,solar panels to be used on the top of train cars can store energy in batteries or be used for passenger amenities if passenger car,solar integration w/ existing product,storage;panels
